ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-GEOD-5994	GSE5994	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16942	GSE16942	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-2101	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17297	GSE17297	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17345	GSE17345	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1998	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17184	GSE17184	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11186	GSE11186	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16067	GSE16067	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16110	GSE16110	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17021	GSE17021	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16846	GSE16846	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13916	GSE13916	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16902	GSE16902	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16195	GSE16195	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14675	GSE14675	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8409	GSE8409	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-16486	GSE16486	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11661	GSE11661	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15303	GSE15303	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12601	GSE12601	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14290	GSE14290	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12882	GSE12882	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15999	GSE15999	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13302	GSE13302	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8019	GSE8019	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15633	GSE15633	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15069	GSE15069	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-2107	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14869	GSE14869	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11288	GSE11288	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-3583	GSE3583	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14585	GSE14585	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15758	GSE15758	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12693	GSE12693	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11420	GSE11420	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13547	GSE13547	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11936	GSE11936	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14449	GSE14449	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15457	GSE15457	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13240	GSE13240	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13237	GSE13237	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5901	GSE5901	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6297	GSE6297	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15536	GSE15536	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14594	GSE14594	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11202	GSE11202	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1761	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8790	GSE8790	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-76	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1979	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1707	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15003	GSE15003	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14365	GSE14365	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15118	GSE15118	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-15077	GSE15077	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10656	GSE10656	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14686	GSE14686	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10865	GSE10865	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7863	GSE7863	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7076	GSE7076	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10285	GSE10285	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11910	GSE11910	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1135	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14753	GSE14753	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1942	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9433	GSE9433	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14715	GSE14715	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13432	GSE13432	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7762	GSE7762	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6467	GSE6467	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12802	GSE12802	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7091	GSE7091	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14366	GSE14366	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14320	GSE14320	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10344	GSE10344	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12223	GSE12223	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11497	GSE11497	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10776	GSE10776	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10525	GSE10525	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10478	GSE10478	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9802	GSE9802	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-4740	GSE4740	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-4647	GSE4647	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13283	GSE13283	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13230	GSE13230	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13221	GSE13221	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14336	GSE14336	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12437	GSE12437	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11978	GSE11978	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12117	GSE12117	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1760	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1583	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11257	GSE11257	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11244	GSE11244	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1483	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1553	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9924	GSE9924	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12077	GSE12077	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-71	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1358	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10653	GSE10653	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10866	GSE10866	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13553	GSE13553	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13443	GSE13443	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13010	GSE13010	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13387	GSE13387	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13386	GSE13386	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13384	GSE13384	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13379	GSE13379	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13298	GSE13298	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9428	GSE9428	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9297	GSE9297	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10555	GSE10555	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-3433	GSE3433	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1698	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12284	GSE12284	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1413	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13104	GSE13104	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13074	GSE13074	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-13044	GSE13044	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11922	GSE11922	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11891	GSE11891	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11680	GSE11680	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11679	GSE11679	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10769	GSE10769	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9488	GSE9488	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9294	GSE9294	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9024	GSE9024	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8154	GSE8154	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7707	GSE7707	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12707	GSE12707	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12580	GSE12580	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11862	GSE11862	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11726	GSE11726	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11677	GSE11677	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10869	GSE10869	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10702	GSE10702	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8726	GSE8726	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8342	GSE8342	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6255	GSE6255	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12387	GSE12387	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12337	GSE12337	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12036	GSE12036	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11884	GSE11884	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11836	GSE11836	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11826	GSE11826	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11777	GSE11777	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11674	GSE11674	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10224	GSE10224	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9711	GSE9711	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9523	GSE9523	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8564	GSE8564	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7897	GSE7897	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6237	GSE6237	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5976	GSE5976	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1827	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1259	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9525	GSE9525	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1430	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12576	GSE12576	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12509	GSE12509	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12489	GSE12489	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8747	GSE8747	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12312	GSE12312	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11845	GSE11845	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1622	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1649	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12074	GSE12074	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-1	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-12025	GSE12025	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11449	GSE11449	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-1682	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-2083	GSE2083	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6089	GSE6089	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11382	GSE11382	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11358	GSE11358	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11356	GSE11356	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11343	GSE11343	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10768	GSE10768	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10291	GSE10291	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-3304	GSE3304	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11229	GSE11229	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11687	GSE11687	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11664	GSE11664	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11534	GSE11534	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11498	GSE11498	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11125	GSE11125	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11123	GSE11123	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11018	GSE11018	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-10915	GSE10915	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9533	GSE9533	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8034	GSE8034	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9997	GSE9997	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9725	GSE9725	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9442	GSE9442	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9371	GSE9371	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9130	GSE9130	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9097	GSE9097	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9018	GSE9018	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9012	GSE9012	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9786	GSE9786	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9763	GSE9763	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9760	GSE9760	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9651	GSE9651	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9594	GSE9594	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9580	GSE9580	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9562	GSE9562	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9558	GSE9558	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9549	GSE9549	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9484	GSE9484	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9443	GSE9443	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9441	GSE9441	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9312	GSE9312	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9304	GSE9304	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9299	GSE9299	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9247	GSE9247	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9161	GSE9161	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-9054	GSE9054	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8947	GSE8947	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8946	GSE8946	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8944	GSE8944	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8818	GSE8818	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8771	GSE8771	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8753	GSE8753	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8704	GSE8704	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8683	GSE8683	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8679	GSE8679	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8642	GSE8642	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8600	GSE8600	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8599	GSE8599	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8563	GSE8563	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8541	GSE8541	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8512	GSE8512	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8488	GSE8488	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8396	GSE8396	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8313	GSE8313	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8302	GSE8302	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8295	GSE8295	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8292	GSE8292	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8291	GSE8291	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8227	GSE8227	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8163	GSE8163	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8146	GSE8146	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-937	GSE937	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-927	GSE927	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8030	GSE8030	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8025	GSE8025	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7875	GSE7875	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7867	GSE7867	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7823	GSE7823	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7814	GSE7814	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7810	GSE7810	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7809	GSE7809	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7690	GSE7690	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7662	GSE7662	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7649	GSE7649	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7648	GSE7648	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7647	GSE7647	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7607	GSE7607	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7605	GSE7605	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7600	GSE7600	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7507	GSE7507	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7475	GSE7475	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7404	GSE7404	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7310	GSE7310	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7209	GSE7209	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-7013	GSE7013	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6979	GSE6979	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6970	GSE6970	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6961	GSE6961	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6904	GSE6904	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6903	GSE6903	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6821	GSE6821	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6815	GSE6815	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6689	GSE6689	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6676	GSE6676	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6651	GSE6651	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6628	GSE6628	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6610	GSE6610	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6595	GSE6595	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6514	GSE6514	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-784	GSE784	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-682	GSE682	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6581	GSE6581	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6540	GSE6540	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6509	GSE6509	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6476	GSE6476	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6463	GSE6463	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6419	GSE6419	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6317	GSE6317	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6291	GSE6291	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6192	GSE6192	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6095	GSE6095	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6078	GSE6078	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6077	GSE6077	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6055	GSE6055	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-6019	GSE6019	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5987	GSE5987	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5826	GSE5826	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5777	GSE5777	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5766	GSE5766	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-5663	GSE5663	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-564	GSE564	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
