ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-GEOD-11698	GSE11698	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11113	GSE11113	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-12247	GSE12247	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-12230	GSE12230	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-12038	GSE12038	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11900	GSE11900	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11844	GSE11844	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11764	GSE11764	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11539	GSE11539	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8690	GSE8690	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6866	GSE6866	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-1711	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-962	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8307	GSE8307	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-1721	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-1340	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-1544	None	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-11066	GSE11066	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11443	GSE11443	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8239	GSE8239	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11667	GSE11667	transcription profiling by array	Yes	Baseline	Done	age|anatomical structure
E-GEOD-11632	GSE11632	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11137	GSE11137	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11035	GSE11035	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9743	GSE9743	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9766	GSE9766	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9668	GSE9668	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9567	GSE9567	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9471	GSE9471	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9375	GSE9375	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9144	GSE9144	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9131	GSE9131	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8756	GSE8756	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8344	GSE8344	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8311	GSE8311	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8290	GSE8290	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8269	GSE8269	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-8044	GSE8044	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7958	GSE7958	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7776	GSE7776	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7775	GSE7775	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7774	GSE7774	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7685	GSE7685	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7663	GSE7663	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7657	GSE7657	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7564	GSE7564	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7536	GSE7536	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7384	GSE7384	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7309	GSE7309	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7270	GSE7270	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7225	GSE7225	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7191	GSE7191	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7187	GSE7187	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-7164	GSE7164	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-7155	GSE7155	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6867	GSE6867	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6793	GSE6793	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6790	GSE6790	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6678	GSE6678	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6570	GSE6570	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6485	GSE6485	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6399	GSE6399	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6398	GSE6398	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6397	GSE6397	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6275	GSE6275	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6106	GSE6106	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6079	GSE6079	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5944	GSE5944	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5861	GSE5861	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5715	GSE5715	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5657	GSE5657	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5319	GSE5319	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5317	GSE5317	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5313	GSE5313	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5130	GSE5130	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5055	GSE5055	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5038	GSE5038	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5037	GSE5037	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5036	GSE5036	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-5035	GSE5035	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4810	GSE4810	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4793	GSE4793	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4765	GSE4765	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4752	GSE4752	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4742	GSE4742	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4603	GSE4603	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4422	GSE4422	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4413	GSE4413	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4411	GSE4411	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4323	GSE4323	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4220	GSE4220	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-4041	GSE4041	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-3850	GSE3850	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-3849	GSE3849	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-3676	GSE3676	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
